variable_names,hhtotals,hsize,hsize,hsize,hsize,hsize,hsize,hsize,hinc,hinc,hinc,hinc,hinc
variable_categories,1,1,2,3,4,5,6,7,1,2,3,4,5
geo,,,,,,,,,,,,,
4013115802,1080,318,210,125,184,67,117,59,233,483,222,93,49
4013115900,1511,283,346,281,241,129,141,90,335,326,588,131,131
4013116000,1947,678,508,192,224,147,121,77,459,400,666,104,318
4013116100,1227,405,331,146,153,87,55,50,364,429,362,58,14
4013116202,1348,152,303,197,203,227,108,158,163,328,521,168,168
4013116203,1816,501,596,331,200,88,48,52,224,428,514,166,484
4013116204,1118,339,256,132,131,119,46,95,120,337,335,163,163
4013116205,1744,581,549,266,97,88,111,52,317,424,772,163,68
4013116300,1907,324,542,329,198,283,117,114,260,477,701,279,190
4013116400,1531,258,326,309,230,208,90,110,360,446,486,128,111
4013116500,1318,189,211,148,376,92,125,177,231,432,445,134,76
4013116602,2192,335,525,340,366,243,206,177,458,511,776,209,238
4013116603,1646,146,340,229,427,293,152,59,148,87,519,358,534
4013116604,1360,194,379,274,163,193,65,92,234,121,444,248,313
4013116605,1715,175,478,246,293,319,155,49,71,316,682,254,392
4013116606,1691,218,430,310,238,140,228,127,116,279,636,259,401
4013116607,806,97,194,181,114,134,67,19,77,144,374,153,58
4013116608,1198,243,371,154,239,56,54,81,92,179,548,163,216
4013116609,1270,226,363,148,223,152,47,111,42,147,409,203,469
4013116610,1596,228,395,374,277,198,60,64,92,176,547,265,516
4013116611,961,97,317,87,216,92,94,58,48,82,234,110,487
4013116612,1554,276,334,300,286,148,96,114,36,321,502,261,434
4013116613,2311,344,709,562,451,185,60,0,172,317,861,334,627
4013116702,2529,531,615,365,470,182,182,184,472,582,704,337,434
4013116703,1333,198,496,130,268,117,28,96,55,305,437,189,347
4013116704,3127,1056,1156,478,196,190,12,39,116,530,1084,345,1052
4013116707,1176,280,535,183,120,58,0,0,31,95,321,249,480
4013116708,2694,1035,1161,286,194,18,0,0,210,519,1229,202,534
4013116709,812,293,319,97,88,15,0,0,46,117,329,149,171
4013116710,1651,143,762,290,338,86,32,0,57,59,291,165,1079
4013116711,779,117,322,172,136,32,0,0,23,46,249,167,294
4013116712,2585,668,767,499,394,160,54,43,203,270,804,423,885
4013116713,2495,803,661,428,302,169,74,58,140,262,788,364,941
4013116714,1263,111,531,253,239,84,45,0,56,101,256,182,668
4013116715,903,271,355,120,122,13,22,0,52,126,251,172,302
4013116717,1906,749,632,332,132,33,28,0,87,373,1046,200,200
4013116718,1319,531,566,137,31,23,31,0,149,257,507,116,290
4013116719,2562,701,833,428,390,139,56,15,98,43,692,442,1287
4013116720,1690,555,538,321,196,66,5,9,112,228,528,438,384
4013116721,1265,351,337,235,235,35,72,0,79,166,214,165,641
4013116725,2249,661,977,289,271,41,10,0,158,215,615,221,1040
4013116727,1360,211,500,279,285,53,32,0,18,56,196,213,877
4013116728,1666,149,736,299,344,87,34,17,8,70,234,239,1115
4013116729,1497,91,700,305,310,82,9,0,17,47,173,218,1042
4013116730,629,74,217,120,160,34,24,0,24,40,121,83,361
4013116731,1127,203,356,197,232,123,16,0,8,71,219,216,613
4013116732,1173,181,381,121,232,69,132,57,213,198,238,190,334
4013116733,161,50,68,16,22,0,5,0,13,9,26,22,91
4013116800,1000,322,330,109,124,55,60,0,228,283,218,123,148
4013116900,570,126,141,46,59,55,49,94,131,179,200,55,5
4013117000,2182,970,508,183,155,256,54,56,557,690,680,138,117
4013117100,1316,759,389,104,22,42,0,0,97,273,470,205,271
4013117200,273,60,36,25,52,33,42,25,41,116,89,18,9
4013117300,348,78,87,73,52,12,23,23,228,67,26,27,0
4013216806,1563,567,665,149,182,0,0,0,126,161,584,133,559
4013216807,2371,703,1070,248,284,51,15,0,169,230,534,310,1128
4013216809,1912,353,818,313,211,138,42,37,35,238,313,118,1208
4013216810,884,535,297,46,6,0,0,0,112,217,301,120,134
4013216813,2018,695,1031,100,109,20,63,0,100,210,323,262,1123
4013216816,1963,328,736,264,431,122,61,21,68,100,344,346,1105
4013216818,3729,1692,1453,258,236,90,0,0,175,1016,1315,366,857
4013216819,2888,703,1573,329,184,99,0,0,194,379,665,341,1309
4013216820,2123,737,964,214,144,47,8,9,197,243,615,414,654
4013216821,2685,578,1499,337,202,21,48,0,156,169,567,424,1369
4013216822,1914,343,1178,211,182,0,0,0,93,133,383,255,1050
4013216826,2360,1233,748,252,97,30,0,0,353,413,861,248,485
4013216829,2234,385,1394,334,106,0,15,0,71,218,248,220,1477
4013216830,1485,750,506,94,73,37,25,0,221,322,491,184,267
4013216831,1065,269,421,135,130,27,63,20,72,77,207,120,589
4013216832,1084,456,550,27,43,5,3,0,99,187,280,110,408
4013216833,2155,617,1024,165,279,13,57,0,189,216,795,128,827
4013216834,1032,338,528,51,110,0,5,0,21,219,187,65,540
4013216835,1508,785,601,78,44,0,0,0,99,187,481,231,510
4013216836,1374,241,508,312,228,58,27,0,43,153,397,133,648
4013216837,2534,1114,933,302,131,54,0,0,180,449,1120,271,514
4013216838,2182,795,727,324,306,30,0,0,91,209,438,457,987
4013216839,1589,380,614,193,358,31,13,0,69,168,284,136,932
4013216840,1814,311,850,256,251,95,39,12,85,102,313,305,1009
4013216841,1339,240,553,213,250,83,0,0,93,137,202,113,794
4013216842,1287,227,418,208,335,59,15,25,43,68,246,71,859
4013216843,1513,263,1059,71,84,24,12,0,105,136,233,131,908
4013216844,2157,1066,798,208,61,24,0,0,230,346,597,252,732
4013216845,1147,557,399,68,68,55,0,0,77,200,446,163,261
4013216846,3037,797,1258,354,540,88,0,0,144,140,596,575,1582
4013216847,2625,502,1103,344,503,136,37,0,153,154,327,132,1859
4013216848,2336,289,1243,315,355,63,46,25,79,193,271,141,1652
4013216849,2305,182,1160,485,298,170,10,0,135,157,350,196,1467
4013216850,2140,1073,663,185,187,17,0,15,54,277,688,389,732
4013216851,1483,228,791,212,156,54,42,0,112,99,165,90,1017
4013216852,1728,718,784,101,114,11,0,0,79,268,511,401,469
4013216853,2611,1173,1008,247,169,14,0,0,147,397,944,295,828
4013216901,1614,709,707,111,87,0,0,0,137,299,600,82,496
4013216902,1773,723,624,229,143,24,7,23,109,275,687,205,497
4013217001,2786,1381,1174,114,88,29,0,0,202,570,814,398,802
4013217002,2500,712,1053,484,183,68,0,0,191,435,831,410,633
4013217101,1271,566,421,137,131,16,0,0,133,252,492,124,270
4013217102,1314,418,572,198,93,15,0,18,117,111,456,111,519
4013217201,899,555,265,45,0,34,0,0,127,141,260,105,266
4013217203,2174,1142,826,168,38,0,0,0,252,430,772,245,475
4013217204,1810,1048,512,87,76,21,0,66,332,371,675,209,223
4013217300,1868,904,703,168,29,0,64,0,162,203,412,181,910
4013217400,1759,870,561,146,175,7,0,0,172,451,458,128,550
4013217501,1671,654,495,283,119,61,0,59,369,372,527,102,301
4013217502,1612,734,700,143,19,8,8,0,214,245,543,230,380
4013217600,2426,1192,804,290,40,15,14,71,216,596,916,293,405
4013217700,2170,706,857,228,285,60,0,34,164,285,682,243,796
4013217800,2729,827,1054,306,391,121,30,0,318,504,921,371,615
4013217900,1887,650,786,278,118,11,38,6,125,370,652,267,473
4013218000,2431,850,824,436,218,60,0,43,362,421,647,352,649
4013218100,833,269,260,131,69,97,7,0,95,122,293,143,180
4013218200,2361,724,687,377,160,77,137,199,275,567,762,210,547
4013218300,2340,1197,835,220,88,0,0,0,473,724,665,224,254
4013318400,1832,701,597,213,101,33,142,45,478,300,687,171,196
4013318501,1512,518,510,271,97,80,20,16,272,263,596,173,208
4013318700,490,231,208,44,7,0,0,0,161,47,86,29,167
4013318800,3097,1508,1088,166,260,36,31,8,830,677,1069,188,333
4013318900,2668,1017,686,615,256,40,54,0,428,763,772,350,355
4013319000,894,286,333,112,111,38,7,7,152,218,127,154,243
4013319101,1209,516,462,62,69,74,7,19,597,426,170,0,16
4013319103,1844,612,556,349,246,81,0,0,716,606,408,42,72
4013319104,2557,1007,919,379,197,55,0,0,977,706,554,271,49
4013319201,2248,821,746,321,234,125,0,1,663,524,773,219,69
4013319202,1882,1050,534,225,38,27,8,0,671,500,578,84,49
4013319300,1123,285,420,212,145,29,16,16,219,410,321,97,76
4013319401,2310,749,723,304,178,274,74,8,156,464,812,257,621
4013319402,1502,291,655,324,126,70,36,0,124,123,538,367,350
4013319403,1791,526,727,268,91,133,6,40,276,276,554,277,408
4013319404,1551,671,505,119,202,54,0,0,58,329,694,191,279
4013319500,2311,663,938,366,110,143,39,52,351,466,828,217,449
4013319600,2357,678,887,519,78,140,27,28,386,282,702,460,527
4013319703,2045,842,740,284,145,34,0,0,336,367,855,212,275
4013319704,620,254,162,58,101,22,23,0,75,133,180,73,159
4013319705,1312,349,470,265,168,7,41,12,236,205,512,196,163
4013319706,1996,629,558,251,328,115,61,54,198,506,793,217,282
4013319800,2715,1035,821,479,304,23,14,39,402,747,875,455,236
4013319902,1097,326,417,203,89,38,24,0,90,298,302,213,194
4013319903,2670,752,1092,405,164,166,91,0,151,297,1007,421,794
4013319904,1906,453,811,319,222,71,10,20,28,242,769,296,571
4013319905,2074,535,979,166,234,78,23,59,147,241,727,295,664
4013319906,1293,332,519,181,159,77,16,9,28,167,338,224,536
4013319907,817,104,347,101,173,74,18,0,11,37,111,89,569
4013319908,888,202,399,197,23,21,17,29,65,116,360,97,250
4013319909,1013,221,459,182,125,19,0,7,30,129,303,113,438
4013319910,1668,235,586,414,280,136,9,8,125,30,299,222,992
4013320001,3316,1275,1164,505,261,42,69,0,316,698,1464,453,385
4013320002,1668,434,210,397,233,223,46,125,478,432,585,66,107
4013320007,3223,1265,1048,392,332,60,126,0,389,800,1476,309,249
4013320100,1460,759,539,106,50,6,0,0,280,303,518,130,229
4013420104,2083,388,1023,278,242,90,25,37,195,300,732,307,549
4013420105,1935,299,845,298,293,93,81,26,167,146,599,357,666
4013420107,2292,338,955,433,374,125,67,0,43,95,316,242,1596
4013420108,532,82,225,100,82,27,5,11,0,33,169,42,288
4013420109,1494,213,642,158,268,177,12,24,58,79,294,238,825
4013420110,1762,299,767,183,222,167,14,110,111,213,560,157,721
4013420111,1352,336,437,225,208,88,40,18,132,229,555,113,323
4013420112,1141,197,483,159,196,53,53,0,65,171,377,172,356
4013420113,1504,575,552,158,184,35,0,0,187,660,443,148,66
4013420114,1232,284,360,177,238,46,98,29,168,317,458,135,154
4013420115,1138,460,357,68,154,90,9,0,229,416,287,93,113
4013420116,1316,604,408,175,76,36,0,17,207,463,518,43,85
4013420202,2484,905,1018,302,192,61,6,0,369,656,953,238,268
4013420206,1825,791,843,81,63,40,7,0,257,604,564,159,241
4013420207,1203,200,678,211,100,4,10,0,59,79,275,163,627
4013420208,1800,421,513,373,239,128,40,86,138,284,617,313,448
4013420209,1832,584,796,190,127,111,0,24,128,480,740,200,284
4013420210,1949,463,754,239,274,162,36,21,172,468,739,284,286
4013420211,1511,270,660,242,184,78,56,21,50,151,470,211,629
4013420212,1349,464,558,177,138,12,0,0,115,206,531,219,278
4013420213,1301,414,870,8,9,0,0,0,255,234,394,232,186
4013420214,1962,910,794,124,81,30,23,0,327,600,810,117,108
4013420215,599,97,193,167,87,45,4,6,66,105,150,126,152
4013420216,1937,748,680,277,81,87,55,9,314,416,575,164,468
4013420301,697,117,257,132,70,86,24,11,22,109,204,81,281
4013420302,1528,204,616,157,185,280,55,31,100,206,348,270,604
4013420303,1323,174,338,364,261,102,84,0,67,197,344,220,495
4013420304,338,14,129,59,58,23,19,36,9,33,31,61,204
4013420401,1500,503,442,227,145,50,48,85,301,528,395,86,190
4013420402,602,71,217,92,66,104,25,27,32,75,197,86,212
4013420501,2413,728,731,317,371,180,34,52,338,736,874,237,228
4013420503,1281,412,350,173,161,91,80,14,218,344,310,204,205
4013420504,1294,394,364,258,116,104,46,12,143,216,465,150,320
4013420602,1604,200,637,233,345,90,29,70,124,151,578,353,398
4013420603,1353,301,373,222,302,82,16,57,97,276,380,189,411
4013420604,1471,377,572,161,124,82,100,55,67,238,478,268,420
4013420704,1664,255,680,246,237,128,101,17,127,279,496,173,589
4013420705,1047,170,272,195,152,162,73,23,95,69,135,115,633
4013420706,1454,310,464,226,218,136,66,34,120,190,561,111,472
4013420707,1378,503,760,107,0,8,0,0,289,316,532,133,108
4013420708,2157,1219,720,96,79,12,17,14,474,845,690,71,77
4013420709,1872,698,1103,37,0,34,0,0,297,617,612,235,111
4013420710,1520,475,616,183,150,44,39,13,194,498,526,145,157
4013420800,1562,293,577,227,165,175,101,24,120,499,459,134,350
4013420901,1090,184,263,200,149,172,66,56,174,321,389,71,135
4013420902,1232,354,445,125,147,35,80,46,123,318,513,121,157
4013421001,1904,962,534,209,91,73,20,15,409,790,480,82,143
4013421002,1358,696,396,80,94,67,25,0,300,451,359,121,127
4013421101,1543,382,575,114,336,65,51,20,134,461,651,195,102
4013421102,2081,532,522,343,305,205,110,64,246,574,823,214,224
4013421201,2393,1144,735,251,133,66,0,64,349,625,768,293,358
4013421202,1360,394,369,215,226,108,35,13,143,338,576,80,223
4013421302,2173,659,761,286,196,183,78,10,377,805,656,19,316
4013421303,1662,421,479,251,294,113,80,24,310,483,636,97,136
4013421304,1375,649,435,127,99,60,5,0,292,493,435,92,63
4013421400,1256,763,294,96,67,36,0,0,424,533,235,5,59
4013421501,1181,355,377,204,105,26,44,70,320,336,438,78,9
4013421502,1002,187,363,152,76,166,20,38,187,271,355,92,97
4013421601,1067,222,184,242,84,153,172,10,171,303,371,129,93
4013421602,1356,255,277,235,275,232,57,25,253,430,491,86,96
4013421701,1965,694,560,398,145,117,31,20,221,621,906,91,126
4013421702,1553,532,492,158,208,105,17,41,411,517,492,57,76
4013421801,783,121,251,97,110,158,35,11,44,230,289,135,85
4013421802,1343,216,288,303,258,136,59,83,275,314,421,130,203
4013421901,1175,252,426,185,122,100,25,65,200,186,560,157,72
4013421902,1733,287,351,239,419,276,110,51,346,639,619,64,65
4013422001,1282,192,277,273,226,195,85,34,299,492,368,99,24
4013422002,1241,316,373,181,183,39,97,52,237,471,370,76,87
4013422102,1753,601,433,277,143,152,63,84,396,501,691,81,84
4013422103,2276,1124,716,174,122,125,15,0,546,722,867,99,42
4013422104,2397,944,595,315,205,110,131,97,440,837,687,211,222
4013422105,1271,394,436,100,156,142,15,28,215,496,454,43,63
4013422106,2252,655,655,281,225,294,78,64,362,843,836,87,124
4013422107,1828,795,566,205,133,93,12,24,215,621,827,144,21
4013422203,2039,780,626,314,186,37,68,28,378,546,717,153,245
4013422204,1292,402,509,145,134,84,18,0,201,365,316,153,257
4013422205,560,120,257,80,61,29,11,2,17,64,217,72,190
4013422209,2650,748,726,659,314,185,17,1,294,519,995,360,482
4013422210,1892,434,654,353,236,131,67,17,106,199,747,328,512
4013422211,1009,349,334,163,97,66,0,0,52,100,334,155,368
4013422212,1641,361,761,198,209,64,29,19,58,179,499,297,608
4013422213,940,179,309,232,129,72,9,10,35,85,391,210,219
4013422215,792,205,263,172,98,42,1,11,33,155,380,94,130
4013422216,1960,340,798,317,261,111,116,17,107,138,548,537,630
4013422217,1482,448,613,234,129,48,0,10,116,298,572,267,229
4013422218,1006,298,259,132,235,69,0,13,79,161,461,115,190
4013422219,1197,400,383,115,169,52,47,31,81,176,519,231,190
4013422220,732,156,335,86,121,28,1,5,25,70,171,193,273
4013422221,1695,677,564,260,104,63,18,9,73,532,558,189,343
4013422222,810,166,280,164,154,30,14,2,51,79,318,141,221
4013422301,1627,246,415,316,237,222,74,117,226,345,726,173,157
4013422302,1670,543,452,193,247,155,45,35,219,346,717,209,179
4013422304,1193,415,371,208,114,57,11,17,104,200,641,111,137
4013422305,2097,508,767,306,390,87,17,22,0,166,670,322,939
4013422307,1640,509,439,271,223,108,44,46,55,329,634,213,409
4013422308,1808,402,605,246,251,205,42,57,55,243,550,282,678
4013422309,1802,455,521,367,285,89,57,28,73,188,643,299,599
4013422401,1222,463,382,161,86,93,31,6,82,376,400,196,168
4013422402,1713,326,619,252,282,140,92,2,162,349,577,260,365
4013422403,1589,305,469,374,215,134,52,40,45,171,516,274,583
4013422404,1440,173,485,293,276,162,24,27,18,117,411,161,733
4013422501,1935,360,605,324,427,155,35,29,55,318,821,488,253
4013422502,1975,448,641,274,290,168,104,50,121,422,838,259,335
4013422503,2347,799,730,340,170,176,51,81,280,528,928,415,196
4013422504,1848,319,659,454,174,89,116,37,111,410,611,311,405
4013422506,1702,303,609,296,276,142,29,47,81,185,500,314,622
4013422507,1478,297,569,193,239,79,88,13,81,198,376,242,581
4013422508,1233,315,437,192,62,150,54,23,73,228,298,229,405
4013422509,1720,287,564,420,262,65,62,60,73,187,581,331,548
4013422510,955,93,287,234,181,59,57,44,45,42,277,191,400
4013422511,1006,176,343,144,189,102,28,24,60,55,302,241,348
4013422512,1695,356,492,323,201,191,96,36,33,160,433,465,604
4013422513,1481,297,587,223,190,61,84,39,73,255,581,167,405
4013422514,1614,350,551,247,298,63,35,70,46,195,659,252,462
4013422606,2824,95,917,558,512,509,132,101,85,83,723,419,1514
4013422607,2373,1138,932,219,84,0,0,0,221,990,778,185,199
4013422609,1689,518,620,304,102,60,78,7,213,360,562,309,245
4013422610,1560,720,691,81,30,14,24,0,213,523,532,146,146
4013422615,2457,193,856,619,610,53,126,0,57,267,767,426,940
4013422616,1800,534,659,179,226,92,62,48,191,338,739,189,343
4013422617,1910,290,555,504,324,110,85,42,128,187,588,354,653
4013422618,1694,649,1028,17,0,0,0,0,84,457,811,142,200
4013422620,918,125,251,187,187,117,23,28,19,106,207,163,423
4013422621,1277,105,368,238,166,211,114,75,108,84,259,280,546
4013422622,1448,202,484,298,264,100,73,27,103,103,494,274,474
4013422623,1390,146,390,287,312,173,61,21,215,136,337,198,504
4013422624,1592,563,1022,7,0,0,0,0,211,462,646,93,180
4013422625,1757,854,691,83,36,21,9,63,271,492,763,117,114
4013422626,1386,610,701,18,9,40,8,0,207,460,563,76,80
4013422627,1488,418,508,285,105,98,67,7,252,554,472,58,152
4013422628,1565,575,497,179,182,132,0,0,350,576,483,39,117
4013422629,1243,261,623,101,179,54,25,0,46,272,525,256,144
4013422630,2016,560,850,262,201,49,94,0,429,578,711,169,129
4013422631,1755,447,605,283,221,98,95,6,133,336,633,361,292
4013422632,1705,535,706,189,155,85,28,7,143,358,716,236,252
4013422633,1341,532,322,192,204,82,9,0,180,308,552,180,121
4013422634,1876,565,766,212,190,49,47,47,244,489,914,98,131
4013422635,951,202,640,90,0,0,19,0,61,259,363,159,109
4013422636,1125,426,393,138,126,14,0,28,139,215,492,141,138
4013422637,1091,150,336,175,215,150,43,22,20,86,427,196,362
4013422638,1553,353,533,324,251,23,54,15,261,315,425,262,290
4013422639,2124,860,1156,96,12,0,0,0,326,523,899,114,262
4013422640,1914,550,767,210,243,137,7,0,240,401,647,229,397
4013422641,2110,449,568,349,439,204,69,32,143,253,840,282,592
4013422642,1820,329,552,420,282,160,53,24,69,210,658,327,556
4013422643,1884,227,488,511,350,204,61,43,69,170,617,395,633
4013422644,2919,385,1457,400,342,204,116,15,171,247,1105,427,969
4013422646,2949,213,796,551,647,400,180,162,35,187,764,551,1412
4013522800,293,11,138,65,48,26,5,0,59,81,97,33,23
4013522901,1754,499,656,341,186,55,17,0,188,337,754,196,279
4013522903,1466,324,344,239,182,226,92,59,243,411,611,126,75
4013522904,1469,293,461,231,263,127,7,87,274,320,513,186,176
4013523002,1761,357,483,231,318,242,130,0,294,572,500,226,169
4013523003,2329,676,725,383,231,275,39,0,253,456,875,364,381
4013523005,1910,513,699,402,164,65,67,0,94,179,758,408,471
4013523006,2119,606,731,270,177,258,37,40,179,353,734,337,516
4013523102,1648,326,491,231,259,167,56,118,269,370,576,168,265
4013523103,2177,739,748,250,235,180,17,8,180,566,641,251,539
4013523104,2177,677,877,256,190,105,54,18,379,433,722,245,398
4013610000,2233,297,1019,328,301,258,22,8,91,253,817,218,854
4013610100,396,76,189,41,23,31,28,8,15,69,153,51,108
4013610200,3008,561,1751,302,265,99,16,14,128,293,873,423,1291
4013610300,3057,502,824,383,872,321,142,13,125,340,819,384,1389
4013610400,1788,228,438,511,290,186,104,31,9,263,582,247,687
4013610500,2367,438,1139,363,235,102,13,77,196,237,702,283,949
4013610600,2103,389,843,243,335,256,27,10,142,240,644,286,791
4013610700,2869,631,1287,429,309,81,85,47,156,462,844,357,1050
4013610800,1349,193,441,280,302,104,29,0,46,57,229,279,738
4013610900,2419,344,813,424,498,196,80,64,54,150,527,444,1244
4013611000,769,98,222,130,184,60,42,33,13,13,98,135,510
4013611100,871,64,275,127,228,71,74,32,12,28,142,89,600
4013611200,1711,148,550,371,366,150,87,39,7,67,339,308,990
4013611300,2008,688,789,197,176,119,29,10,105,287,802,256,558
4013611400,2246,234,932,317,525,97,85,56,38,129,561,411,1107
4013611500,2109,302,565,537,380,177,92,56,65,134,435,308,1167
4013611600,1085,180,421,215,193,56,0,20,21,101,216,167,580
4013611700,2099,290,799,454,386,161,9,0,105,157,412,342,1083
4013611800,2419,459,914,536,181,236,72,21,94,276,889,339,821
4013611900,891,187,248,206,144,69,18,19,14,81,269,139,388
4013612000,1158,152,494,185,235,69,13,10,15,81,206,128,728
4013612200,1763,397,650,255,336,84,30,11,95,154,460,283,771
4013612300,3100,681,1063,535,614,129,64,14,142,426,835,679,1018
4013612400,2754,544,1013,519,433,132,97,16,77,313,695,402,1267
4013612500,1557,220,670,203,372,64,28,0,37,67,450,168,835
4013612600,931,249,352,202,93,35,0,0,32,129,295,156,319
4013612700,871,169,392,88,155,55,8,4,33,94,220,110,414
4013612800,814,189,281,130,157,22,35,0,49,65,171,128,401
4013612900,902,179,352,142,155,35,20,19,48,64,209,132,449
4013613000,1500,72,842,257,237,92,0,0,87,76,300,146,891
4013613100,1242,168,884,104,71,15,0,0,96,124,305,117,600
4013613200,1416,165,694,193,194,136,24,10,115,104,368,90,739
4013613300,2537,207,981,559,509,136,129,16,90,60,624,273,1490
4013613400,1299,278,565,221,159,40,7,29,128,213,465,203,290
4013613500,1476,276,558,217,204,176,37,8,115,227,485,273,376
4013613600,1493,259,553,367,186,77,23,28,147,246,484,232,384
4013613700,1622,146,555,279,443,162,24,13,44,64,404,382,728
4013613800,1346,191,513,204,287,82,69,0,7,186,302,183,668
4013613900,1925,279,633,322,512,106,73,0,42,123,381,385,994
4013614000,1571,300,552,246,282,136,16,39,34,75,368,336,758
4013614100,2076,240,768,383,416,154,115,0,49,102,592,280,1053
4013614200,1742,339,673,353,244,104,29,0,76,119,463,227,857
4013614300,1217,156,699,188,113,40,10,11,43,91,281,173,629
4013614400,1349,358,470,265,157,81,7,11,73,320,488,174,294
4013614500,1553,312,716,151,234,31,71,38,115,199,635,202,402
4013614600,2686,1013,855,282,346,104,71,15,179,785,997,427,298
4013614700,1296,578,401,286,31,0,0,0,285,444,385,69,113
4013614800,1673,610,531,247,184,77,18,6,73,431,753,135,281
4013614900,1668,539,577,277,192,41,32,10,182,221,440,233,592
4013615000,3332,874,1001,638,609,168,29,13,159,186,854,443,1690
4013615100,1404,234,538,193,320,88,16,15,80,57,258,153,856
4013615200,3310,1542,1210,292,170,59,37,0,123,201,1279,421,1286
4013615300,1085,346,639,85,0,0,15,0,76,222,478,171,138
4013615400,1622,642,933,47,0,0,0,0,226,473,646,176,101
4013615500,1535,681,832,17,5,0,0,0,71,336,791,153,184
4013615600,1839,567,1045,152,64,0,11,0,186,317,860,111,365
4013615700,992,176,462,184,70,57,28,15,30,61,321,173,407
4013615800,1936,499,758,265,259,75,39,41,194,213,560,265,704
4013615900,1685,457,669,265,183,82,29,0,283,235,450,212,505
4013616000,587,134,198,104,102,23,26,0,66,69,128,130,194
4013616100,1386,387,486,310,119,53,31,0,98,284,563,202,239
4013616200,1225,248,459,287,105,97,11,18,83,100,439,299,304
4013616300,729,90,361,125,95,41,3,14,21,79,279,137,213
4013616400,2468,818,938,448,183,76,5,0,256,568,905,341,398
4013616500,1527,679,425,243,104,68,8,0,156,373,707,145,146
4013616600,2001,513,669,398,285,102,34,0,195,408,666,415,317
4013616700,1928,472,776,391,199,53,21,16,90,379,762,350,347
4013616800,2260,509,937,400,267,132,9,6,129,519,665,398,549
4013616900,1897,638,661,278,291,29,0,0,219,317,590,265,506
4013617000,2700,1054,742,393,198,201,80,32,283,716,947,385,369
4013617100,904,251,275,185,173,20,0,0,77,75,285,133,334
4013617200,1029,216,457,144,163,49,0,0,71,99,268,169,422
4013617300,1259,401,379,139,208,98,32,2,51,118,508,163,419
4013617400,3762,1608,1617,296,194,22,25,0,373,1023,1420,453,493
4013617500,1988,768,1065,50,62,37,6,0,216,505,918,214,135
4013617600,2390,826,693,401,329,115,26,0,203,431,949,392,415
4013617700,1575,537,602,169,185,52,3,27,162,245,798,149,221
4013617800,854,121,383,164,124,45,17,0,50,56,147,121,480
4013617900,1048,307,373,155,87,81,45,0,52,228,383,117,268
4013618000,1602,321,464,359,276,97,59,26,66,251,513,378,394
4013618100,1666,344,609,375,225,77,19,17,63,211,493,316,583
4013618200,1515,382,487,344,243,41,9,9,118,374,615,243,165
4013618300,1143,292,361,206,185,70,20,9,36,132,460,245,270
4013618400,1446,433,462,289,112,84,59,7,95,390,696,183,82
4013618500,1585,499,587,263,149,51,0,36,140,482,600,233,130
4013618600,1570,493,295,283,216,161,45,77,228,333,628,187,194
4013618700,967,158,299,199,194,90,27,0,101,130,485,75,176
4013618800,1929,716,542,245,278,104,8,36,319,604,762,134,110
4013618900,2922,1233,748,372,349,171,49,0,366,742,1111,278,425
4013619000,1499,539,519,207,169,44,21,0,171,386,518,141,283
4013619100,1366,611,337,156,102,90,61,9,251,519,378,168,50
4013619200,2184,791,476,465,285,108,59,0,343,801,751,157,132
4013619300,1724,536,693,226,105,57,57,50,230,382,715,192,205
4013619400,2051,825,616,232,167,125,61,25,236,635,855,179,146
4013619500,2089,550,624,340,300,130,89,56,240,338,822,287,402
4013619600,768,208,333,86,65,34,6,36,39,117,369,83,160
4013619700,1520,458,508,218,280,39,17,0,113,271,740,147,249
4013619800,1953,601,714,412,171,55,0,0,144,443,675,331,360
4013619900,2190,627,617,354,498,45,49,0,114,143,586,357,990
4013723303,23,0,23,0,0,0,0,0,0,0,11,0,12
4013723304,1545,276,679,201,143,190,36,20,190,275,551,180,349
4013723305,856,195,263,120,95,89,68,26,169,329,196,66,96
4013723306,54,17,3,28,0,6,0,0,21,5,16,6,6
4013723307,748,72,340,138,141,32,0,25,10,111,206,84,337
4013723308,2630,337,1065,383,444,309,49,43,234,154,795,469,978
4013810000,733,189,183,205,109,26,16,5,48,50,108,107,420
4013810100,2492,463,946,468,403,118,94,0,85,134,431,321,1521
4013810200,1317,372,382,177,313,46,27,0,73,96,459,126,563
4013810300,2334,773,698,362,303,57,121,20,200,431,631,420,652
4013810400,1803,407,752,201,249,93,88,13,131,224,528,209,711
4013810500,1946,394,696,531,246,66,13,0,53,201,378,471,843
4013810600,2441,711,925,297,463,16,14,15,82,273,872,447,767
4013810700,2546,813,766,520,183,114,79,71,126,420,872,387,741
4013810800,1568,357,540,252,255,84,57,23,54,156,517,268,573
4013810900,2096,625,669,407,318,35,17,25,43,133,936,365,619
4013811000,938,105,380,210,131,89,16,7,0,43,255,101,539
4013811100,852,183,266,193,151,51,8,0,39,97,318,148,250
4013811200,1264,468,358,271,94,52,21,0,74,200,441,176,373
4013811300,952,117,342,166,227,68,21,11,41,53,302,178,378
4013811400,1764,262,631,418,271,123,37,22,65,165,538,349,647
4013811500,802,87,312,139,161,64,19,20,10,51,228,91,422
4013811600,1413,289,471,273,213,131,24,12,81,153,355,331,493
4013811700,1663,491,457,357,256,56,25,21,147,288,566,294,368
4013811800,789,210,228,113,126,59,20,33,17,29,225,127,391
4013811900,2203,459,757,390,382,169,46,0,27,199,657,415,905
