hid,sample_geo,gqrtotals,gqtotals
2012001299551.00,118,1,1
2012001299960.00,115,1,1
2012001300752.00,102,1,1
2012001300766.00,500,1,1
2012001301100.00,805,1,1
2012001301524.00,208,1,1
2012001301766.00,205,1,1
2012001301813.00,119,1,1
2012001301838.00,114,1,1
2012001301958.00,109,1,1
2012001303846.00,129,1,1
2012001304631.00,115,1,1
2012001305650.00,134,1,1
2012001306063.00,109,1,1
2012001306213.00,805,1,1
2012001306295.00,115,1,1
2012001306987.00,805,1,1
2012001307543.00,119,1,1
2012001307735.00,805,1,1
2012001309366.00,500,1,1
2012001309905.00,132,1,1
2012001310065.00,600,1,1
2012001310322.00,900,1,1
2012001311467.00,116,1,1
2012001311930.00,124,1,1
2012001312723.00,109,1,1
2012001312976.00,400,1,1
2012001312982.00,119,1,1
2012001314568.00,500,1,1
2012001314665.00,207,1,1
2012001315552.00,805,1,1
2012001315605.00,110,1,1
2012001316148.00,126,1,1
2012001316288.00,132,1,1
2012001316648.00,700,1,1
2012001316968.00,805,1,1
2012001317038.00,132,1,1
2012001318187.00,132,1,1
2012001319397.00,109,1,1
2012001320026.00,600,1,1
2012001320107.00,805,1,1
2012001320914.00,700,1,1
2012001321082.00,134,1,1
2012001321520.00,805,1,1
2012001321634.00,805,1,1
2012001322660.00,805,1,1
2012001323452.00,130,1,1
2012001323652.00,805,1,1
2012001323889.00,116,1,1
2012001324112.00,600,1,1
2012001324707.00,205,1,1
2012001324843.00,118,1,1
2012001325057.00,206,1,1
2012001325087.00,400,1,1
2012001326001.00,800,1,1
2012001326451.00,700,1,1
2012001326635.00,132,1,1
2012001326854.00,700,1,1
2012001326990.00,119,1,1
2012001327005.00,113,1,1
2012001327107.00,134,1,1
2012001328067.00,700,1,1
2012001328095.00,134,1,1
2012001328191.00,109,1,1
2012001328198.00,132,1,1
2012001329577.00,600,1,1
2012001330024.00,202,1,1
2012001330075.00,805,1,1
2012001330249.00,900,1,1
2012001330622.00,800,1,1
2012001330968.00,400,1,1
2012001331742.00,114,1,1
2012001332228.00,130,1,1
2012001332417.00,805,1,1
2012001332822.00,805,1,1
2012001333262.00,900,1,1
2012001333350.00,600,1,1
2012001333569.00,400,1,1
2012001333605.00,207,1,1
2012001333705.00,900,1,1
2012001333729.00,125,1,1
2012001334438.00,500,1,1
2012001334626.00,119,1,1
2012001335467.00,202,1,1
2012001335700.00,600,1,1
2012001336337.00,209,1,1
2012001337280.00,109,1,1
2012001337303.00,118,1,1
2012001337400.00,102,1,1
2012001337432.00,700,1,1
2012001337497.00,119,1,1
2012001338520.00,800,1,1
2012001339548.00,700,1,1
2012001339817.00,130,1,1
2012001339998.00,129,1,1
2012001340130.00,110,1,1
2012001340845.00,134,1,1
2012001340921.00,400,1,1
2012001341014.00,129,1,1
2012001341949.00,106,1,1
2012001342368.00,900,1,1
2012001342683.00,805,1,1
2012001342786.00,206,1,1
2012001343398.00,109,1,1
2012001344743.00,805,1,1
2012001345238.00,400,1,1
2012001345526.00,110,1,1
2012001345724.00,300,1,1
2012001345816.00,805,1,1
2012001345955.00,103,1,1
2012001346167.00,900,1,1
2012001346219.00,119,1,1
2012001346369.00,126,1,1
2012001348030.00,209,1,1
2012001349710.00,116,1,1
2012001349739.00,900,1,1
2012001350368.00,100,1,1
2012001351158.00,600,1,1
2012001352890.00,109,1,1
2012001353058.00,207,1,1
2012001353098.00,126,1,1
2012001354431.00,134,1,1
2012001354712.00,134,1,1
2012001354980.00,127,1,1
2012001355677.00,900,1,1
2012001355997.00,900,1,1
2012001357134.00,805,1,1
2012001358224.00,805,1,1
2012001358257.00,111,1,1
2012001358466.00,805,1,1
2012001358737.00,106,1,1
2012001359184.00,805,1,1
2012001359750.00,500,1,1
2012001359927.00,805,1,1
2012001360581.00,115,1,1
2012001360746.00,209,1,1
2012001361975.00,126,1,1
2012001362030.00,126,1,1
2012001362749.00,207,1,1
2012001364870.00,805,1,1
2012001366652.00,900,1,1
2012001367192.00,104,1,1
2012001367673.00,113,1,1
2012001367889.00,805,1,1
2012001368080.00,119,1,1
2012001369329.00,206,1,1
2012001369593.00,129,1,1
2012001369849.00,900,1,1
2012001370597.00,118,1,1
2012001370659.00,206,1,1
2012001370974.00,115,1,1
2012001371673.00,134,1,1
2012001372202.00,128,1,1
2012001372638.00,805,1,1
2012001372789.00,105,1,1
2012001373030.00,600,1,1
2012001373297.00,134,1,1
2012001374982.00,805,1,1
2012001375014.00,133,1,1
2012001376288.00,805,1,1
2012001376877.00,208,1,1
2012001378068.00,110,1,1
2012001378500.00,805,1,1
2012001378688.00,900,1,1
2012001378712.00,205,1,1
2012001378946.00,115,1,1
2012001379971.00,102,1,1
2012001381520.00,201,1,1
2012001382096.00,700,1,1
2012001382310.00,119,1,1
2012001382740.00,132,1,1
2012001383325.00,134,1,1
2012001384924.00,104,1,1
2012001385011.00,805,1,1
2012001385047.00,109,1,1
2012001385101.00,124,1,1
2012001387098.00,900,1,1
2012001387624.00,123,1,1
2012001388093.00,300,1,1
2012001388226.00,700,1,1
2012001389222.00,132,1,1
2012001389238.00,118,1,1
2012001389514.00,900,1,1
2012001390402.00,400,1,1
2012001390604.00,805,1,1
2012001390751.00,132,1,1
2012001390911.00,100,1,1
2012001390990.00,300,1,1
2012001391095.00,119,1,1
2012001391200.00,805,1,1
2012001391576.00,207,1,1
2012001391779.00,207,1,1
2012001391919.00,206,1,1
2012001392035.00,805,1,1
2012001392504.00,805,1,1
2012001392821.00,206,1,1
2012001393220.00,600,1,1
2012001393493.00,205,1,1
2012001393741.00,900,1,1
2012001394078.00,700,1,1
2012001395213.00,203,1,1
2012001395223.00,700,1,1
2012001395610.00,118,1,1
2012001396691.00,900,1,1
2012001397300.00,805,1,1
2012001397368.00,134,1,1
2012001397436.00,119,1,1
2012001397538.00,500,1,1
2012001397761.00,134,1,1
2012001398300.00,126,1,1
2012001398317.00,207,1,1
2012001398669.00,129,1,1
2012001399586.00,300,1,1
2012001399631.00,207,1,1
2012001399889.00,700,1,1
2012001400028.00,800,1,1
2012001400088.00,700,1,1
2012001400342.00,115,1,1
2012001400699.00,300,1,1
2012001400892.00,132,1,1
2012001401469.00,206,1,1
2012001401475.00,134,1,1
2012001401905.00,400,1,1
2012001402953.00,805,1,1
2012001403374.00,201,1,1
2012001403569.00,134,1,1
2012001404867.00,132,1,1
2012001405117.00,129,1,1
2012001405597.00,205,1,1
2012001405607.00,128,1,1
2012001406598.00,111,1,1
2012001406659.00,124,1,1
2012001406680.00,129,1,1
2012001406905.00,700,1,1
2012001407867.00,600,1,1
2012001409332.00,132,1,1
2012001409497.00,124,1,1
2012001409947.00,113,1,1
2012001410896.00,134,1,1
2012001411530.00,700,1,1
2012001411970.00,126,1,1
2012001412137.00,500,1,1
2012001412454.00,805,1,1
2012001414202.00,805,1,1
2012001414568.00,129,1,1
2012001414652.00,805,1,1
2012001414660.00,204,1,1
2012001415089.00,400,1,1
2012001415167.00,805,1,1
2012001415426.00,112,1,1
2012001415801.00,700,1,1
2012001415816.00,900,1,1
2012001415880.00,205,1,1
2012001416566.00,500,1,1
2012001416988.00,900,1,1
2012001417523.00,300,1,1
2012001417940.00,600,1,1
2012001418270.00,900,1,1
2012001419201.00,205,1,1
2012001419886.00,900,1,1
2012001420212.00,800,1,1
2012001420352.00,120,1,1
2012001421183.00,805,1,1
2012001421376.00,400,1,1
2012001421619.00,121,1,1
2012001421698.00,208,1,1
2012001422182.00,207,1,1
2012001422644.00,111,1,1
2012001423082.00,207,1,1
2012001423838.00,208,1,1
2012001424062.00,900,1,1
2012001424778.00,207,1,1
2012001426291.00,109,1,1
2012001428205.00,900,1,1
2012001428608.00,119,1,1
2012001428962.00,900,1,1
2012001429201.00,106,1,1
2012001431283.00,206,1,1
2012001431341.00,207,1,1
2012001431524.00,800,1,1
2012001432256.00,127,1,1
2012001432616.00,600,1,1
2012001433839.00,102,1,1
2012001434328.00,300,1,1
2012001434586.00,207,1,1
2012001434689.00,103,1,1
2012001435002.00,205,1,1
2012001435441.00,600,1,1
2012001435511.00,805,1,1
2012001435933.00,205,1,1
2012001435983.00,207,1,1
2012001436588.00,119,1,1
2012001437222.00,207,1,1
2012001437462.00,300,1,1
2012001438242.00,132,1,1
2012001438299.00,300,1,1
2012001439285.00,104,1,1
2012001439539.00,201,1,1
2012001440694.00,600,1,1
2012001441760.00,805,1,1
2012001442360.00,900,1,1
2012001443604.00,600,1,1
2012001444013.00,130,1,1
2012001444110.00,118,1,1
2012001444128.00,207,1,1
2012001445707.00,400,1,1
2012001446550.00,805,1,1
2012001446648.00,400,1,1
2012001447459.00,400,1,1
2012001447758.00,208,1,1
2012001447940.00,600,1,1
2012001449031.00,800,1,1
2012001449285.00,204,1,1
2012001449498.00,130,1,1
2012001450247.00,127,1,1
2012001450818.00,900,1,1
2012001451550.00,109,1,1
2012001451699.00,600,1,1
2012001452047.00,805,1,1
2012001452664.00,111,1,1
2012001454245.00,800,1,1
2012001454787.00,900,1,1
2012001455253.00,129,1,1
2012001455879.00,132,1,1
2012001456067.00,128,1,1
2012001456372.00,132,1,1
2012001456712.00,209,1,1
2012001457578.00,109,1,1
2012001458261.00,109,1,1
2012001458688.00,805,1,1
2012001458740.00,117,1,1
2012001458975.00,205,1,1
2012001459650.00,134,1,1
2012001460902.00,400,1,1
2012001462073.00,400,1,1
2012001462294.00,101,1,1
2012001462688.00,121,1,1
2012001463554.00,500,1,1
2012001463649.00,109,1,1
2012001463869.00,204,1,1
2012001463978.00,805,1,1
2012001464426.00,101,1,1
2012001464877.00,116,1,1
2012001465390.00,110,1,1
2012001465996.00,134,1,1
2012001466691.00,106,1,1
2012001466893.00,600,1,1
2012001467597.00,209,1,1
2012001467629.00,129,1,1
2012001467774.00,120,1,1
2012001469255.00,900,1,1
2012001469647.00,132,1,1
2012001469796.00,206,1,1
2012001470023.00,102,1,1
2012001470537.00,132,1,1
2012001471953.00,134,1,1
2012001472265.00,101,1,1
2012001472396.00,400,1,1
2012001472547.00,101,1,1
2012001473303.00,900,1,1
2012001474268.00,300,1,1
2012001474937.00,129,1,1
2012001475052.00,209,1,1
2012001477090.00,126,1,1
2012001478042.00,805,1,1
2012001478076.00,600,1,1
2012001478597.00,207,1,1
2012001478838.00,205,1,1
2012001478853.00,206,1,1
2012001479707.00,900,1,1
2012001480966.00,202,1,1
2012001481565.00,119,1,1
2012001482188.00,134,1,1
2012001483114.00,119,1,1
2012001483227.00,134,1,1
2012001483767.00,134,1,1
2012001483967.00,118,1,1
2012001483992.00,805,1,1
2012001484028.00,206,1,1
2012001484158.00,119,1,1
2012001484266.00,100,1,1
2012001484545.00,116,1,1
2012001485163.00,900,1,1
2012001485672.00,129,1,1
2012001485866.00,103,1,1
2012001486989.00,805,1,1
2012001488928.00,805,1,1
2012001489544.00,109,1,1
2012001490238.00,126,1,1
2012001490420.00,207,1,1
2012001490996.00,126,1,1
2012001491395.00,109,1,1
2012001492149.00,700,1,1
2012001492485.00,109,1,1
2012001493012.00,106,1,1
2013000000102.00,600,1,1
2013000001538.00,600,1,1
2013000001759.00,600,1,1
2013000001868.00,109,1,1
2013000001885.00,119,1,1
2013000003342.00,800,1,1
2013000003543.00,205,1,1
2013000003768.00,400,1,1
2013000003807.00,119,1,1
2013000004330.00,206,1,1
2013000004531.00,207,1,1
2013000004862.00,206,1,1
2013000005184.00,807,1,1
2013000005265.00,400,1,1
2013000005481.00,116,1,1
2013000005511.00,128,1,1
2013000005693.00,101,1,1
2013000006852.00,900,1,1
2013000007294.00,113,1,1
2013000007640.00,600,1,1
2013000007962.00,132,1,1
2013000008562.00,805,1,1
2013000008790.00,207,1,1
2013000009227.00,207,1,1
2013000009409.00,132,1,1
2013000009502.00,400,1,1
2013000010014.00,805,1,1
2013000010034.00,126,1,1
2013000010559.00,101,1,1
2013000011446.00,207,1,1
2013000011496.00,115,1,1
2013000011709.00,300,1,1
2013000013844.00,134,1,1
2013000013870.00,127,1,1
2013000014150.00,805,1,1
2013000015543.00,805,1,1
2013000015664.00,108,1,1
2013000015761.00,108,1,1
2013000016677.00,208,1,1
2013000016838.00,110,1,1
2013000016996.00,201,1,1
2013000017050.00,206,1,1
2013000017109.00,111,1,1
2013000017611.00,125,1,1
2013000018041.00,300,1,1
2013000018437.00,108,1,1
2013000018440.00,700,1,1
2013000019085.00,101,1,1
2013000019812.00,805,1,1
2013000019918.00,805,1,1
2013000019985.00,900,1,1
2013000020023.00,109,1,1
2013000020451.00,207,1,1
2013000022183.00,500,1,1
2013000022404.00,132,1,1
2013000023082.00,134,1,1
2013000023155.00,117,1,1
2013000023712.00,109,1,1
2013000023992.00,500,1,1
2013000024509.00,207,1,1
2013000024510.00,805,1,1
2013000024823.00,118,1,1
2013000026442.00,118,1,1
2013000026559.00,132,1,1
2013000027067.00,206,1,1
2013000027090.00,805,1,1
2013000027161.00,113,1,1
2013000028575.00,108,1,1
2013000028824.00,805,1,1
2013000028874.00,805,1,1
2013000029177.00,125,1,1
2013000029816.00,205,1,1
2013000030080.00,123,1,1
2013000031613.00,205,1,1
2013000031624.00,103,1,1
2013000031691.00,105,1,1
2013000032371.00,130,1,1
2013000033207.00,119,1,1
2013000033875.00,124,1,1
2013000034173.00,800,1,1
2013000034882.00,105,1,1
2013000034927.00,805,1,1
2013000035437.00,113,1,1
2013000035659.00,800,1,1
2013000035679.00,207,1,1
2013000035680.00,400,1,1
2013000036023.00,109,1,1
2013000036261.00,204,1,1
2013000037391.00,116,1,1
2013000039039.00,900,1,1
2013000039362.00,130,1,1
2013000039728.00,125,1,1
2013000040127.00,207,1,1
2013000040239.00,805,1,1
2013000040672.00,900,1,1
2013000040697.00,700,1,1
2013000041224.00,805,1,1
2013000041483.00,805,1,1
2013000042230.00,500,1,1
2013000042231.00,134,1,1
2013000043292.00,202,1,1
2013000044251.00,700,1,1
2013000044353.00,400,1,1
2013000044816.00,900,1,1
2013000045182.00,116,1,1
2013000045967.00,900,1,1
2013000046021.00,126,1,1
2013000046446.00,700,1,1
2013000046469.00,102,1,1
2013000046963.00,805,1,1
2013000047130.00,207,1,1
2013000047359.00,207,1,1
2013000048275.00,132,1,1
2013000049265.00,805,1,1
2013000049693.00,807,1,1
2013000051480.00,207,1,1
2013000051760.00,800,1,1
2013000053031.00,204,1,1
2013000054102.00,122,1,1
2013000054361.00,500,1,1
2013000054410.00,207,1,1
2013000055347.00,134,1,1
2013000055637.00,500,1,1
2013000056092.00,208,1,1
2013000056349.00,132,1,1
2013000056708.00,129,1,1
2013000056943.00,130,1,1
2013000057648.00,208,1,1
2013000058096.00,204,1,1
2013000058174.00,130,1,1
2013000058231.00,112,1,1
2013000058460.00,805,1,1
2013000058718.00,700,1,1
2013000060110.00,109,1,1
2013000060147.00,805,1,1
2013000060455.00,900,1,1
2013000060756.00,900,1,1
2013000061295.00,127,1,1
2013000061750.00,129,1,1
2013000062279.00,900,1,1
2013000062611.00,207,1,1
2013000062616.00,805,1,1
2013000063580.00,800,1,1
2013000063675.00,900,1,1
2013000063706.00,109,1,1
2013000064095.00,111,1,1
2013000064907.00,805,1,1
2013000065098.00,128,1,1
2013000065453.00,400,1,1
2013000066106.00,207,1,1
2013000066779.00,700,1,1
2013000067198.00,123,1,1
2013000067689.00,700,1,1
2013000068190.00,600,1,1
2013000068242.00,400,1,1
2013000068280.00,400,1,1
2013000068368.00,205,1,1
2013000069140.00,600,1,1
2013000070513.00,118,1,1
2013000070539.00,400,1,1
2013000070602.00,132,1,1
2013000071931.00,800,1,1
2013000072085.00,900,1,1
2013000073040.00,207,1,1
2013000074216.00,207,1,1
2013000074512.00,206,1,1
2013000075120.00,117,1,1
2013000075778.00,205,1,1
2013000075793.00,805,1,1
2013000075819.00,207,1,1
2013000076219.00,106,1,1
2013000076292.00,114,1,1
2013000076404.00,202,1,1
2013000076842.00,209,1,1
2013000077798.00,207,1,1
2013000078319.00,107,1,1
2013000079001.00,805,1,1
2013000079080.00,208,1,1
2013000079438.00,400,1,1
2013000080210.00,805,1,1
2013000080275.00,805,1,1
2013000080922.00,300,1,1
2013000082374.00,115,1,1
2013000082583.00,126,1,1
2013000083253.00,118,1,1
2013000083374.00,900,1,1
2013000085481.00,134,1,1
2013000085572.00,126,1,1
2013000087402.00,203,1,1
2013000087588.00,700,1,1
2013000087734.00,700,1,1
2013000088177.00,114,1,1
2013000088288.00,110,1,1
2013000089184.00,109,1,1
2013000089910.00,900,1,1
2013000090885.00,115,1,1
2013000091186.00,700,1,1
2013000091836.00,207,1,1
2013000091950.00,110,1,1
2013000091998.00,132,1,1
2013000092288.00,119,1,1
2013000092297.00,205,1,1
2013000092675.00,128,1,1
2013000093247.00,900,1,1
2013000093403.00,109,1,1
2013000094053.00,109,1,1
2013000094116.00,300,1,1
2013000095482.00,600,1,1
2013000095886.00,206,1,1
2013000096602.00,202,1,1
2013000098201.00,805,1,1
2013000098330.00,118,1,1
2013000098848.00,805,1,1
2013000100027.00,134,1,1
2013000100407.00,101,1,1
2013000100491.00,102,1,1
2013000100527.00,805,1,1
2013000100667.00,900,1,1
2013000101461.00,900,1,1
2013000101609.00,134,1,1
2013000102049.00,118,1,1
2013000102062.00,202,1,1
2013000102838.00,132,1,1
2013000103200.00,208,1,1
2013000103280.00,132,1,1
2013000104129.00,900,1,1
2013000104230.00,207,1,1
2013000104891.00,900,1,1
2013000107152.00,700,1,1
2013000107445.00,805,1,1
2013000107801.00,805,1,1
2013000108328.00,103,1,1
2013000109272.00,300,1,1
2013000109389.00,109,1,1
2013000111041.00,900,1,1
2013000111301.00,116,1,1
2013000111308.00,400,1,1
2013000111945.00,400,1,1
2013000112020.00,120,1,1
2013000112124.00,102,1,1
2013000112399.00,400,1,1
2013000112460.00,700,1,1
2013000114026.00,700,1,1
2013000114654.00,900,1,1
2013000115357.00,119,1,1
2013000115739.00,800,1,1
2013000116063.00,206,1,1
2013000118159.00,126,1,1
2013000119657.00,600,1,1
2013000119876.00,202,1,1
2013000119924.00,805,1,1
2013000120243.00,300,1,1
2013000121806.00,130,1,1
2013000122981.00,800,1,1
2013000123578.00,400,1,1
2013000124194.00,805,1,1
2013000124425.00,900,1,1
2013000125210.00,202,1,1
2013000126206.00,101,1,1
2013000126429.00,134,1,1
2013000126605.00,103,1,1
2013000127948.00,124,1,1
2013000127971.00,805,1,1
2013000128023.00,132,1,1
2013000129165.00,500,1,1
2013000129695.00,109,1,1
2013000130139.00,206,1,1
2013000131440.00,700,1,1
2013000131955.00,202,1,1
2013000132881.00,400,1,1
2013000133316.00,127,1,1
2013000133388.00,132,1,1
2013000133936.00,800,1,1
2013000134778.00,127,1,1
2013000134780.00,805,1,1
2013000135228.00,203,1,1
2013000135466.00,805,1,1
2013000135670.00,111,1,1
2013000135889.00,134,1,1
2013000136036.00,134,1,1
2013000136238.00,805,1,1
2013000136879.00,600,1,1
2013000137096.00,205,1,1
2013000137656.00,132,1,1
2013000137837.00,134,1,1
2013000138796.00,400,1,1
2013000138849.00,206,1,1
2013000139610.00,119,1,1
2013000139648.00,207,1,1
2013000139666.00,805,1,1
2013000139861.00,700,1,1
2013000140490.00,500,1,1
2013000142248.00,109,1,1
2013000142271.00,207,1,1
2013000142869.00,132,1,1
2013000143068.00,132,1,1
2013000143133.00,700,1,1
2013000143356.00,400,1,1
2013000143500.00,129,1,1
2013000144401.00,126,1,1
2013000144638.00,118,1,1
2013000145218.00,206,1,1
2013000145512.00,400,1,1
2013000145908.00,900,1,1
2013000146006.00,600,1,1
2013000146122.00,900,1,1
2013000146165.00,400,1,1
2013000146489.00,109,1,1
2013000146859.00,805,1,1
2013000147073.00,206,1,1
2013000147771.00,208,1,1
2013000148836.00,126,1,1
2013000148939.00,126,1,1
2013000149401.00,132,1,1
2013000149555.00,124,1,1
2013000150925.00,132,1,1
2013000151059.00,125,1,1
2013000151415.00,400,1,1
2013000152783.00,207,1,1
2013000153446.00,805,1,1
2013000153452.00,400,1,1
2013000155149.00,126,1,1
2013000156914.00,900,1,1
2013000157986.00,600,1,1
2013000158221.00,207,1,1
2013000158592.00,300,1,1
2013000158943.00,700,1,1
2013000159451.00,128,1,1
2013000159633.00,300,1,1
2013000160120.00,900,1,1
2013000161366.00,209,1,1
2013000161549.00,206,1,1
2013000161732.00,204,1,1
2013000162210.00,300,1,1
2013000162394.00,129,1,1
2013000162595.00,805,1,1
2013000162734.00,134,1,1
2013000163229.00,400,1,1
2013000163438.00,205,1,1
2013000163819.00,100,1,1
2013000163835.00,805,1,1
2013000164280.00,109,1,1
2013000164503.00,125,1,1
2013000165151.00,206,1,1
2013000165865.00,130,1,1
2013000166152.00,700,1,1
2013000166677.00,132,1,1
2013000167179.00,101,1,1
2013000168273.00,207,1,1
2013000169691.00,116,1,1
2013000170156.00,106,1,1
2013000170658.00,113,1,1
2013000170831.00,805,1,1
2013000171135.00,207,1,1
2013000171335.00,132,1,1
2013000172492.00,400,1,1
2013000172948.00,805,1,1
2013000172950.00,119,1,1
2013000174188.00,207,1,1
2013000174236.00,130,1,1
2013000175562.00,119,1,1
2013000175652.00,300,1,1
2013000177127.00,207,1,1
2013000177324.00,111,1,1
2013000177539.00,600,1,1
2013000177655.00,600,1,1
2013000177778.00,805,1,1
2013000178069.00,116,1,1
2013000178707.00,102,1,1
2013000179093.00,300,1,1
2013000179550.00,134,1,1
2013000180140.00,209,1,1
2013000180512.00,119,1,1
2013000181690.00,800,1,1
2013000181702.00,207,1,1
2013000184358.00,900,1,1
2013000184636.00,300,1,1
2013000185424.00,805,1,1
2013000186027.00,600,1,1
2013000186998.00,900,1,1
2013000187639.00,132,1,1
2013000188060.00,110,1,1
2013000188075.00,132,1,1
2013000188092.00,110,1,1
2013000188154.00,109,1,1
2013000188932.00,101,1,1
2013000188956.00,202,1,1
2013000189139.00,207,1,1
2013000189235.00,207,1,1
2013000189820.00,800,1,1
2013000190155.00,700,1,1
2013000190222.00,205,1,1
2013000190429.00,132,1,1
2013000190436.00,129,1,1
2013000192228.00,117,1,1
2013000192901.00,201,1,1
2013000193278.00,207,1,1
2013000193435.00,109,1,1
2013000193501.00,207,1,1
2013000193812.00,400,1,1
2013000193904.00,400,1,1
2013000194667.00,115,1,1
2013000195067.00,115,1,1
2013000195637.00,800,1,1
2013000196335.00,208,1,1
2013000197693.00,300,1,1
2013000198288.00,109,1,1
2013000199861.00,805,1,1
2013000200800.00,206,1,1
2013000200908.00,134,1,1
2013000201207.00,204,1,1
2013000201627.00,207,1,1
2013000202839.00,131,1,1
2013000203485.00,700,1,1
2013000203489.00,700,1,1
2013000203539.00,126,1,1
2013000205080.00,209,1,1
2013000205607.00,700,1,1
2013000205891.00,700,1,1
2013000206499.00,805,1,1
2013000206792.00,102,1,1
2013000207230.00,205,1,1
2013000207338.00,900,1,1
2013000207908.00,122,1,1
2013000208004.00,300,1,1
2013000208236.00,805,1,1
2013000208354.00,130,1,1
2013000208987.00,500,1,1
2013000209242.00,900,1,1
2013000210035.00,100,1,1
2013000210275.00,805,1,1
2013000210815.00,125,1,1
2013000210882.00,114,1,1
2013000210883.00,100,1,1
2013000211254.00,113,1,1
2013000211569.00,202,1,1
2013000212417.00,205,1,1
2013000212543.00,134,1,1
2013000212591.00,119,1,1
2013000212879.00,206,1,1
2013000213972.00,127,1,1
2013000214113.00,400,1,1
2013000214505.00,900,1,1
2013000214609.00,805,1,1
2013000214698.00,116,1,1
2013000215022.00,119,1,1
2013000215085.00,206,1,1
2013000216265.00,805,1,1
2013000216379.00,204,1,1
2013000216808.00,500,1,1
2013000217145.00,114,1,1
2013000217229.00,800,1,1
2013000217835.00,107,1,1
2013000218332.00,600,1,1
2013000218685.00,205,1,1
2013000220572.00,123,1,1
2013000220625.00,132,1,1
2013000221637.00,805,1,1
2013000221806.00,400,1,1
2013000221850.00,119,1,1
2013000221865.00,109,1,1
2013000222726.00,115,1,1
2013000223227.00,129,1,1
2013000223947.00,208,1,1
2013000224417.00,134,1,1
2013000226111.00,132,1,1
2013000226566.00,805,1,1
2013000226620.00,134,1,1
2013000226814.00,207,1,1
2013000227146.00,900,1,1
2013000227925.00,900,1,1
2013000228004.00,129,1,1
2013000228272.00,807,1,1
2013000230132.00,207,1,1
2013000230216.00,600,1,1
2013000230274.00,118,1,1
2013000231114.00,700,1,1
2013000231928.00,700,1,1
2013000233158.00,134,1,1
2013000233574.00,900,1,1
2013000234457.00,205,1,1
2013000234592.00,113,1,1
2013000235064.00,400,1,1
2013000235284.00,400,1,1
2013000235318.00,120,1,1
2013000235652.00,800,1,1
2013000235687.00,129,1,1
2013000236284.00,103,1,1
2013000236539.00,900,1,1
2013000236798.00,131,1,1
2013000237336.00,400,1,1
2013000237759.00,300,1,1
2013000238313.00,209,1,1
2013000238601.00,116,1,1
2013000238622.00,134,1,1
2013000238675.00,134,1,1
2013000239403.00,126,1,1
2013000239486.00,127,1,1
2013000239579.00,206,1,1
2013000239608.00,134,1,1
2013000240065.00,109,1,1
2013000240120.00,209,1,1
2013000240122.00,113,1,1
2013000240460.00,127,1,1
2013000240512.00,127,1,1
2013000240990.00,132,1,1
2013000242244.00,119,1,1
2013000242398.00,111,1,1
2013000242461.00,500,1,1
2013000242684.00,800,1,1
2013000243084.00,400,1,1
2013000243254.00,805,1,1
2013000243266.00,400,1,1
2013000243424.00,900,1,1
2013000243972.00,600,1,1
2013000244536.00,900,1,1
2013000245098.00,500,1,1
2013000247597.00,900,1,1
2013000248801.00,208,1,1
2013000248923.00,900,1,1
2013000249484.00,119,1,1
2013000249588.00,116,1,1
2013000249898.00,800,1,1
2013000250075.00,205,1,1
2013000250271.00,129,1,1
2013000250687.00,400,1,1
2013000251163.00,110,1,1
2013000251395.00,807,1,1
2013000251411.00,207,1,1
2013000252092.00,805,1,1
2013000252436.00,115,1,1
2013000252669.00,300,1,1
2013000253035.00,125,1,1
2013000253912.00,127,1,1
2013000254018.00,900,1,1
2013000254022.00,126,1,1
2013000254418.00,120,1,1
2013000254771.00,500,1,1
2013000254795.00,900,1,1
2013000255063.00,113,1,1
2013000255678.00,101,1,1
2013000256970.00,800,1,1
2013000257596.00,104,1,1
2013000257833.00,109,1,1
2013000258109.00,600,1,1
2013000258335.00,134,1,1
2013000258511.00,203,1,1
2013000259044.00,132,1,1
2013000259055.00,109,1,1
2013000259072.00,400,1,1
2013000259849.00,207,1,1
2013000260130.00,800,1,1
2013000261018.00,500,1,1
2013000261024.00,113,1,1
2013000261440.00,205,1,1
2013000261844.00,134,1,1
2013000263614.00,805,1,1
2013000264601.00,207,1,1
2013000264930.00,400,1,1
2013000265326.00,115,1,1
2013000265999.00,805,1,1
2013000266041.00,700,1,1
2013000266081.00,805,1,1
2013000267225.00,103,1,1
2013000267398.00,700,1,1
2013000267664.00,109,1,1
2013000268999.00,119,1,1
2013000269493.00,600,1,1
2013000269534.00,207,1,1
2013000270379.00,127,1,1
2013000270801.00,700,1,1
2013000270974.00,207,1,1
2013000271038.00,400,1,1
2013000271047.00,209,1,1
2013000272018.00,805,1,1
2013000273349.00,102,1,1
2013000273919.00,130,1,1
2013000273924.00,209,1,1
2013000274818.00,805,1,1
2013000274844.00,805,1,1
2013000275253.00,400,1,1
2013000275701.00,109,1,1
2013000275727.00,109,1,1
2013000276504.00,127,1,1
2013000277953.00,900,1,1
2013000278753.00,109,1,1
2013000279779.00,209,1,1
2013000282275.00,134,1,1
2013000284576.00,805,1,1
2013000285895.00,117,1,1
2013000286215.00,108,1,1
2013000286308.00,204,1,1
2013000286679.00,805,1,1
2013000287496.00,120,1,1
2013000288183.00,203,1,1
2013000288903.00,118,1,1
2013000289487.00,111,1,1
2013000289561.00,805,1,1
2013000289675.00,805,1,1
2013000289813.00,900,1,1
2013000290319.00,300,1,1
2013000290339.00,104,1,1
2013000290765.00,202,1,1
