hid,sample_geo,gqrtotals,gqtotals
2014000753711.00,900,1,1
2014000756277.00,500,1,1
2014000756722.00,109,1,1
2014000757129.00,805,1,1
2014000757460.00,109,1,1
2014000758553.00,207,1,1
2014000758973.00,127,1,1
2014000759084.00,700,1,1
2014000759881.00,132,1,1
2014000760004.00,805,1,1
2014000760050.00,119,1,1
2014000760993.00,110,1,1
2014000761031.00,700,1,1
2014000762765.00,600,1,1
2014000762896.00,202,1,1
2014000763790.00,207,1,1
2014000763827.00,125,1,1
2014000763982.00,113,1,1
2014000765304.00,205,1,1
2014000765385.00,119,1,1
2014000766216.00,400,1,1
2014000766541.00,805,1,1
2014000767968.00,125,1,1
2014000769279.00,101,1,1
2014000770252.00,205,1,1
2014000770395.00,207,1,1
2014000770608.00,400,1,1
2014000770922.00,600,1,1
2014000771366.00,107,1,1
2014000771539.00,130,1,1
2014000771643.00,112,1,1
2014000771986.00,101,1,1
2014000772056.00,805,1,1
2014000772589.00,207,1,1
2014000773309.00,104,1,1
2014000773318.00,119,1,1
2014000774295.00,900,1,1
2014000775092.00,101,1,1
2014000776433.00,805,1,1
2014000776679.00,805,1,1
2014000777240.00,805,1,1
2014000778331.00,805,1,1
2014000778844.00,207,1,1
2014000779588.00,207,1,1
2014000779875.00,600,1,1
2014000780071.00,109,1,1
2014000780256.00,805,1,1
2014000780950.00,116,1,1
2014000781283.00,805,1,1
2014000781510.00,132,1,1
2014000781547.00,208,1,1
2014000781969.00,700,1,1
2014000783309.00,128,1,1
2014000783547.00,132,1,1
2014000784395.00,204,1,1
2014000784541.00,108,1,1
2014000785198.00,900,1,1
2014000785266.00,104,1,1
2014000785644.00,109,1,1
2014000785785.00,600,1,1
2014000785801.00,805,1,1
2014000786012.00,700,1,1
2014000786539.00,205,1,1
2014000787309.00,500,1,1
2014000787362.00,110,1,1
2014000787472.00,207,1,1
2014000788900.00,119,1,1
2014000790323.00,116,1,1
2014000790630.00,800,1,1
2014000790886.00,400,1,1
2014000790978.00,132,1,1
2014000791604.00,208,1,1
2014000791758.00,129,1,1
2014000792045.00,134,1,1
2014000792071.00,101,1,1
2014000792830.00,400,1,1
2014000793816.00,113,1,1
2014000793819.00,134,1,1
2014000793998.00,134,1,1
2014000795733.00,116,1,1
2014000796150.00,805,1,1
2014000797550.00,204,1,1
2014000797755.00,113,1,1
2014000797926.00,600,1,1
2014000800100.00,102,1,1
2014000800687.00,113,1,1
2014000801528.00,106,1,1
2014000802010.00,900,1,1
2014000802283.00,900,1,1
2014000802297.00,800,1,1
2014000802801.00,300,1,1
2014000803040.00,900,1,1
2014000803182.00,127,1,1
2014000803561.00,208,1,1
2014000804472.00,208,1,1
2014000805181.00,109,1,1
2014000805242.00,202,1,1
2014000805893.00,132,1,1
2014000806234.00,118,1,1
2014000806584.00,134,1,1
2014000807143.00,118,1,1
2014000807191.00,126,1,1
2014000808010.00,400,1,1
2014000808479.00,805,1,1
2014000808483.00,134,1,1
2014000808924.00,900,1,1
2014000809837.00,600,1,1
2014000809850.00,205,1,1
2014000810383.00,118,1,1
2014000810964.00,805,1,1
2014000811217.00,400,1,1
2014000812395.00,126,1,1
2014000812578.00,117,1,1
2014000813584.00,400,1,1
2014000814169.00,700,1,1
2014000815561.00,900,1,1
2014000815748.00,115,1,1
2014000816150.00,700,1,1
2014000816710.00,700,1,1
2014000816808.00,205,1,1
2014000816984.00,500,1,1
2014000817385.00,805,1,1
2014000817808.00,115,1,1
2014000818484.00,700,1,1
2014000818731.00,207,1,1
2014000818822.00,124,1,1
2014000819103.00,134,1,1
2014000821243.00,900,1,1
2014000822051.00,119,1,1
2014000822167.00,300,1,1
2014000822269.00,400,1,1
2014000822353.00,805,1,1
2014000822386.00,116,1,1
2014000822771.00,101,1,1
2014000822940.00,119,1,1
2014000823070.00,900,1,1
2014000823491.00,805,1,1
2014000823676.00,118,1,1
2014000825103.00,118,1,1
2014000825919.00,110,1,1
2014000826037.00,900,1,1
2014000827000.00,800,1,1
2014000827217.00,400,1,1
2014000827540.00,805,1,1
2014000830115.00,805,1,1
2014000830514.00,805,1,1
2014000831478.00,124,1,1
2014000831664.00,400,1,1
2014000833621.00,300,1,1
2014000833648.00,116,1,1
2014000834158.00,119,1,1
2014000835336.00,124,1,1
2014000835749.00,800,1,1
2014000836150.00,900,1,1
2014000836397.00,101,1,1
2014000837078.00,207,1,1
2014000837443.00,805,1,1
2014000837868.00,134,1,1
2014000838036.00,800,1,1
2014000838087.00,400,1,1
2014000838446.00,400,1,1
2014000838840.00,109,1,1
2014000838972.00,805,1,1
2014000839126.00,132,1,1
2014000839168.00,805,1,1
2014000840300.00,900,1,1
2014000840375.00,125,1,1
2014000840954.00,205,1,1
2014000841807.00,126,1,1
2014000844472.00,207,1,1
2014000844697.00,111,1,1
2014000844726.00,202,1,1
2014000845271.00,800,1,1
2014000845615.00,205,1,1
2014000846234.00,700,1,1
2014000846446.00,101,1,1
2014000846537.00,120,1,1
2014000846623.00,129,1,1
2014000847089.00,113,1,1
2014000847399.00,400,1,1
2014000848315.00,400,1,1
2014000848557.00,900,1,1
2014000848592.00,109,1,1
2014000848621.00,800,1,1
2014000849079.00,132,1,1
2014000849166.00,205,1,1
2014000850655.00,126,1,1
2014000851721.00,116,1,1
2014000853372.00,800,1,1
2014000853755.00,112,1,1
2014000854860.00,132,1,1
2014000855675.00,207,1,1
2014000856987.00,108,1,1
2014000857356.00,207,1,1
2014000857564.00,500,1,1
2014000857857.00,300,1,1
2014000858329.00,807,1,1
2014000858712.00,805,1,1
2014000858880.00,134,1,1
2014000859412.00,500,1,1
2014000859987.00,207,1,1
2014000860233.00,207,1,1
2014000861355.00,805,1,1
2014000861525.00,207,1,1
2014000862541.00,900,1,1
2014000863130.00,900,1,1
2014000863601.00,600,1,1
2014000864083.00,803,1,1
2014000864140.00,700,1,1
2014000864602.00,119,1,1
2014000865983.00,805,1,1
2014000867623.00,109,1,1
2014000870920.00,600,1,1
2014000871062.00,109,1,1
2014000871782.00,805,1,1
2014000872984.00,700,1,1
2014000875078.00,127,1,1
2014000875210.00,115,1,1
2014000875513.00,400,1,1
2014000876984.00,124,1,1
2014000877430.00,805,1,1
2014000878342.00,203,1,1
2014000878509.00,134,1,1
2014000878770.00,134,1,1
2014000880735.00,208,1,1
2014000881295.00,700,1,1
2014000881799.00,700,1,1
2014000881994.00,134,1,1
2014000882618.00,129,1,1
2014000882841.00,400,1,1
2014000883092.00,112,1,1
2014000883259.00,203,1,1
2014000883381.00,805,1,1
2014000884640.00,805,1,1
2014000884803.00,111,1,1
2014000885597.00,207,1,1
2014000886579.00,600,1,1
2014000886970.00,132,1,1
2014000887184.00,116,1,1
2014000888042.00,805,1,1
2014000888785.00,800,1,1
2014000888799.00,400,1,1
2014000889098.00,109,1,1
2014000889214.00,205,1,1
2014000889802.00,127,1,1
2014000890599.00,600,1,1
2014000891205.00,134,1,1
2014000891346.00,206,1,1
2014000892276.00,900,1,1
2014000892406.00,203,1,1
2014000892627.00,116,1,1
2014000892750.00,206,1,1
2014000892828.00,900,1,1
2014000893908.00,700,1,1
2014000894909.00,700,1,1
2014000895584.00,132,1,1
2014000896402.00,800,1,1
2014000896888.00,102,1,1
2014000897567.00,104,1,1
2014000897597.00,105,1,1
2014000897648.00,900,1,1
2014000898062.00,800,1,1
2014000898119.00,805,1,1
2014000898355.00,900,1,1
2014000899517.00,208,1,1
2014000899563.00,134,1,1
2014000900152.00,125,1,1
2014000900863.00,805,1,1
2014000901058.00,207,1,1
2014000901191.00,109,1,1
2014000901470.00,400,1,1
2014000901666.00,109,1,1
2014000902224.00,116,1,1
2014000902869.00,900,1,1
2014000903161.00,805,1,1
2014000903437.00,118,1,1
2014000903700.00,805,1,1
2014000904072.00,805,1,1
2014000904144.00,805,1,1
2014000904225.00,132,1,1
2014000905285.00,119,1,1
2014000905516.00,900,1,1
2014000906065.00,209,1,1
2014000906367.00,206,1,1
2014000906481.00,117,1,1
2014000906892.00,202,1,1
2014000907042.00,132,1,1
2014000907295.00,900,1,1
2014000907408.00,900,1,1
2014000908180.00,205,1,1
2014000909376.00,109,1,1
2014000910051.00,800,1,1
2014000910170.00,700,1,1
2014000910331.00,400,1,1
2014000911948.00,600,1,1
2014000912431.00,132,1,1
2014000912727.00,207,1,1
2014000913210.00,300,1,1
2014000913466.00,805,1,1
2014000913601.00,119,1,1
2014000913870.00,119,1,1
2014000914049.00,124,1,1
2014000914318.00,124,1,1
2014000914408.00,108,1,1
2014000915768.00,300,1,1
2014000916526.00,207,1,1
2014000916615.00,102,1,1
2014000916754.00,128,1,1
2014000917082.00,202,1,1
2014000917188.00,805,1,1
2014000917830.00,805,1,1
2014000918149.00,805,1,1
2014000918306.00,900,1,1
2014000919081.00,207,1,1
2014000919569.00,805,1,1
2014000920628.00,105,1,1
2014000920850.00,600,1,1
2014000921476.00,208,1,1
2014000922935.00,206,1,1
2014000923490.00,134,1,1
2014000923663.00,807,1,1
2014000923720.00,208,1,1
2014000924658.00,202,1,1
2014000924700.00,104,1,1
2014000924932.00,207,1,1
2014000925502.00,900,1,1
2014000925543.00,500,1,1
2014000925776.00,400,1,1
2014000926094.00,300,1,1
2014000927334.00,208,1,1
2014000927435.00,118,1,1
2014000927492.00,805,1,1
2014000928835.00,700,1,1
2014000929044.00,400,1,1
2014000929106.00,102,1,1
2014000929824.00,126,1,1
2014000930252.00,900,1,1
2014000930309.00,206,1,1
2014000930554.00,500,1,1
2014000930641.00,113,1,1
2014000931874.00,119,1,1
2014000932698.00,700,1,1
2014000933250.00,805,1,1
2014000934456.00,900,1,1
2014000934540.00,700,1,1
2014000935033.00,129,1,1
2014000935067.00,805,1,1
2014000935079.00,700,1,1
2014000935516.00,700,1,1
2014000936485.00,805,1,1
2014000936598.00,207,1,1
2014000936624.00,800,1,1
2014000936963.00,205,1,1
2014000936976.00,700,1,1
2014000937899.00,300,1,1
2014000937994.00,207,1,1
2014000938351.00,205,1,1
2014000938695.00,805,1,1
2014000938926.00,114,1,1
2014000940131.00,134,1,1
2014000940579.00,207,1,1
2014000940763.00,600,1,1
2014000940765.00,127,1,1
2014000940962.00,206,1,1
2014000941292.00,110,1,1
2014000941336.00,500,1,1
2014000942054.00,400,1,1
2014000943163.00,900,1,1
2014000944097.00,600,1,1
2014000944726.00,207,1,1
2014000945070.00,115,1,1
2014000945188.00,805,1,1
2014000945312.00,116,1,1
2014000946494.00,207,1,1
2014000946670.00,700,1,1
2014000946682.00,800,1,1
2014000947511.00,207,1,1
2014000949243.00,205,1,1
2014000949924.00,805,1,1
2014000950402.00,400,1,1
2014000950909.00,805,1,1
2014000951431.00,109,1,1
2014000952933.00,207,1,1
2014000953357.00,209,1,1
2014000953831.00,119,1,1
2014000954258.00,207,1,1
2014000956129.00,126,1,1
2014000956194.00,700,1,1
2014000956528.00,209,1,1
2014000957127.00,800,1,1
2014000957350.00,129,1,1
2014000959758.00,109,1,1
2014000959907.00,128,1,1
2014000960155.00,207,1,1
2014000960235.00,300,1,1
2014000960501.00,300,1,1
2014000961181.00,126,1,1
2014000961506.00,900,1,1
2014000962551.00,805,1,1
2014000962896.00,207,1,1
2014000963384.00,205,1,1
2014000963970.00,126,1,1
2014000964178.00,800,1,1
2014000964826.00,900,1,1
2014000965365.00,203,1,1
2014000965608.00,805,1,1
2014000965984.00,119,1,1
2014000966108.00,805,1,1
2014000966732.00,700,1,1
2014000966995.00,126,1,1
2014000967564.00,900,1,1
2014000968245.00,208,1,1
2014000968392.00,800,1,1
2014000968766.00,800,1,1
2014000968871.00,129,1,1
2014000969005.00,700,1,1
2014000969045.00,134,1,1
2014000969087.00,126,1,1
2014000969394.00,805,1,1
2014000969902.00,500,1,1
2014000970692.00,805,1,1
2014000970700.00,108,1,1
2014000970883.00,207,1,1
2014000971034.00,300,1,1
2014000971627.00,805,1,1
2014000972531.00,202,1,1
2014000973012.00,126,1,1
2014000973014.00,126,1,1
2014000973191.00,134,1,1
2014000974006.00,119,1,1
2014000974024.00,124,1,1
2014000975178.00,112,1,1
2014000975525.00,116,1,1
2014000976115.00,300,1,1
2014000976723.00,205,1,1
2014000976776.00,500,1,1
2014000976808.00,105,1,1
2014000977473.00,109,1,1
2014000978501.00,134,1,1
2014000978834.00,205,1,1
2014000980558.00,805,1,1
2014000980906.00,134,1,1
2014000981031.00,207,1,1
2014000981370.00,700,1,1
2014000982308.00,134,1,1
2014000982391.00,400,1,1
2014000982673.00,600,1,1
2014000982696.00,500,1,1
2014000982865.00,800,1,1
2014000984508.00,800,1,1
2014000984704.00,700,1,1
2014000984772.00,126,1,1
2014000984955.00,112,1,1
2014000985510.00,119,1,1
2014000985563.00,700,1,1
2014000985644.00,102,1,1
2014000987786.00,109,1,1
2014000988083.00,209,1,1
2014000988301.00,207,1,1
2014000989559.00,800,1,1
2014000989646.00,208,1,1
2014000989801.00,204,1,1
2014000989935.00,206,1,1
2014000990843.00,134,1,1
2014000991267.00,600,1,1
2014000993066.00,900,1,1
2014000993689.00,800,1,1
2014000993946.00,500,1,1
2014000994146.00,205,1,1
2014000994270.00,805,1,1
2014000994567.00,118,1,1
2014000994670.00,113,1,1
2014000994738.00,805,1,1
2014000996225.00,113,1,1
2014000996614.00,205,1,1
2014000997187.00,116,1,1
2014000997410.00,134,1,1
2014000997758.00,122,1,1
2014000998440.00,400,1,1
2014000998501.00,118,1,1
2014000998658.00,109,1,1
2014000999286.00,205,1,1
2014000999992.00,102,1,1
2014001000108.00,800,1,1
2014001000124.00,116,1,1
2014001000252.00,805,1,1
2014001000521.00,109,1,1
2014001000574.00,119,1,1
2014001000973.00,900,1,1
2014001003658.00,900,1,1
2014001003990.00,118,1,1
2014001004404.00,122,1,1
2014001004634.00,119,1,1
2014001004716.00,130,1,1
2014001004788.00,209,1,1
2014001005502.00,113,1,1
2014001006397.00,204,1,1
2014001006539.00,805,1,1
2014001006849.00,130,1,1
2014001007173.00,600,1,1
2014001007449.00,400,1,1
2014001008890.00,805,1,1
2014001010404.00,112,1,1
2014001010684.00,207,1,1
2014001010980.00,900,1,1
2014001011535.00,134,1,1
2014001011537.00,207,1,1
2014001011815.00,206,1,1
2014001013723.00,207,1,1
2014001013830.00,109,1,1
2014001014917.00,209,1,1
2014001016122.00,112,1,1
2014001016465.00,805,1,1
2014001016915.00,207,1,1
2014001017482.00,805,1,1
2014001017616.00,206,1,1
2014001018160.00,119,1,1
2014001018256.00,805,1,1
2014001019742.00,116,1,1
2014001021131.00,119,1,1
2014001022802.00,500,1,1
2014001023207.00,207,1,1
2014001023213.00,800,1,1
2014001023661.00,300,1,1
2014001025081.00,700,1,1
2014001025576.00,400,1,1
2014001025748.00,109,1,1
2014001026112.00,205,1,1
2014001026716.00,123,1,1
2014001028093.00,116,1,1
2014001028745.00,207,1,1
2014001029798.00,207,1,1
2014001029913.00,205,1,1
2014001030060.00,109,1,1
2014001032366.00,134,1,1
2014001033023.00,207,1,1
2014001033190.00,900,1,1
2014001033843.00,118,1,1
2014001033896.00,207,1,1
2014001035777.00,805,1,1
2014001037372.00,114,1,1
2014001037928.00,207,1,1
2014001038177.00,113,1,1
2014001038319.00,300,1,1
2014001038527.00,115,1,1
2014001038981.00,134,1,1
2014001039023.00,805,1,1
2014001039133.00,900,1,1
2014001039216.00,900,1,1
2014001039660.00,600,1,1
2014001040903.00,805,1,1
2014001041367.00,205,1,1
2014001042167.00,126,1,1
2014001042348.00,113,1,1
2014001043219.00,108,1,1
2014001043732.00,104,1,1
2014001043824.00,207,1,1
2014001043929.00,805,1,1
2014001045659.00,805,1,1
2014001050125.00,300,1,1
2014001050231.00,207,1,1
2014001052205.00,805,1,1
2014001054970.00,600,1,1
2014001055388.00,118,1,1
2014001055862.00,805,1,1
2014001057362.00,805,1,1
2014001059655.00,300,1,1
2014001059881.00,126,1,1
2014001061217.00,108,1,1
2014001061376.00,805,1,1
2014001061486.00,300,1,1
2014001061893.00,208,1,1
2014001062576.00,805,1,1
2014001062676.00,900,1,1
2014001063156.00,125,1,1
2014001063258.00,204,1,1
2014001064076.00,805,1,1
2014001064187.00,400,1,1
2014001064528.00,106,1,1
2014001064727.00,201,1,1
2014001065037.00,900,1,1
2014001065213.00,208,1,1
2014001066033.00,700,1,1
2014001066132.00,205,1,1
2014001067367.00,101,1,1
2014001068224.00,208,1,1
2014001068715.00,209,1,1
2014001068841.00,209,1,1
2014001068892.00,203,1,1
2014001068908.00,203,1,1
2014001069155.00,134,1,1
2014001069690.00,700,1,1
2014001069735.00,119,1,1
2014001069951.00,206,1,1
2014001070527.00,800,1,1
2014001071036.00,202,1,1
2014001072741.00,203,1,1
2014001072845.00,109,1,1
2014001073384.00,800,1,1
2014001074007.00,115,1,1
2014001075181.00,110,1,1
2014001075503.00,133,1,1
2014001075617.00,400,1,1
2014001076245.00,119,1,1
2014001076722.00,805,1,1
2014001078123.00,108,1,1
2014001078747.00,900,1,1
2014001078780.00,201,1,1
2014001079481.00,205,1,1
2014001079492.00,700,1,1
2014001079890.00,900,1,1
2014001080016.00,132,1,1
2014001080788.00,107,1,1
2014001080822.00,202,1,1
2014001081351.00,109,1,1
2014001082141.00,120,1,1
2014001083208.00,103,1,1
2014001083646.00,123,1,1
2014001083779.00,900,1,1
2014001085147.00,207,1,1
2014001086496.00,122,1,1
2014001086598.00,805,1,1
2014001087243.00,805,1,1
2014001087823.00,207,1,1
2014001087956.00,800,1,1
2014001088026.00,131,1,1
2014001088627.00,700,1,1
2014001088790.00,700,1,1
2014001090418.00,127,1,1
2014001092158.00,900,1,1
2014001092185.00,105,1,1
2014001095097.00,129,1,1
2014001095318.00,119,1,1
2014001096425.00,805,1,1
2014001098601.00,119,1,1
2014001098718.00,805,1,1
2014001099295.00,900,1,1
2014001099726.00,805,1,1
2014001099970.00,119,1,1
2014001100079.00,130,1,1
2014001100132.00,109,1,1
2014001101246.00,121,1,1
2014001101382.00,109,1,1
2014001101514.00,209,1,1
2014001102146.00,900,1,1
2014001102332.00,115,1,1
2014001102782.00,900,1,1
2014001103854.00,102,1,1
2014001103936.00,130,1,1
2014001104129.00,132,1,1
2014001104748.00,127,1,1
2014001106851.00,400,1,1
2014001106997.00,116,1,1
2014001107578.00,700,1,1
2014001107784.00,207,1,1
2014001108659.00,900,1,1
2014001108839.00,204,1,1
2014001109731.00,205,1,1
2014001109760.00,805,1,1
2014001109946.00,209,1,1
2014001110471.00,900,1,1
2014001110506.00,900,1,1
2014001112508.00,205,1,1
2014001113142.00,700,1,1
2014001113867.00,111,1,1
2014001114032.00,113,1,1
2014001115006.00,805,1,1
2014001115365.00,500,1,1
2014001115595.00,300,1,1
2014001115691.00,500,1,1
2014001116186.00,118,1,1
2014001117690.00,208,1,1
2014001117752.00,115,1,1
2014001119325.00,206,1,1
2014001119409.00,130,1,1
2014001119721.00,129,1,1
2014001119764.00,800,1,1
2014001120718.00,113,1,1
2014001121068.00,805,1,1
2014001121365.00,133,1,1
2014001121591.00,115,1,1
2014001121836.00,126,1,1
2014001121850.00,700,1,1
2014001122164.00,202,1,1
2014001122358.00,805,1,1
2014001123151.00,127,1,1
2014001125936.00,900,1,1
2014001125982.00,113,1,1
2014001127933.00,124,1,1
2014001128686.00,800,1,1
2014001129284.00,208,1,1
2014001130096.00,117,1,1
2014001130250.00,400,1,1
2014001132326.00,900,1,1
2014001132651.00,300,1,1
2014001134278.00,131,1,1
2014001134309.00,109,1,1
2014001134370.00,115,1,1
2014001134612.00,110,1,1
2014001134781.00,118,1,1
2014001135487.00,109,1,1
2014001137449.00,134,1,1
2014001138311.00,205,1,1
2014001139709.00,600,1,1
2014001139877.00,116,1,1
2014001141742.00,805,1,1
2014001141914.00,132,1,1
2014001141915.00,900,1,1
2014001142946.00,112,1,1
2014001145092.00,132,1,1
2014001145171.00,115,1,1
2014001145546.00,127,1,1
2014001145673.00,114,1,1
2014001146279.00,700,1,1
2014001147443.00,805,1,1
2014001149178.00,400,1,1
2014001149369.00,900,1,1
2014001149820.00,119,1,1
2014001149897.00,900,1,1
2014001150517.00,134,1,1
2014001150654.00,118,1,1
2014001150678.00,800,1,1
2014001150736.00,206,1,1
2014001151063.00,400,1,1
2014001151842.00,207,1,1
2014001152112.00,132,1,1
2014001152252.00,119,1,1
2014001152256.00,112,1,1
2014001152338.00,805,1,1
2014001152567.00,203,1,1
2014001152652.00,900,1,1
2014001152896.00,205,1,1
2014001153060.00,900,1,1
2014001153482.00,109,1,1
2014001153946.00,128,1,1
2014001154781.00,900,1,1
2014001154809.00,805,1,1
2014001155473.00,114,1,1
2014001155881.00,101,1,1
2014001155886.00,805,1,1
2014001156020.00,113,1,1
2014001156469.00,112,1,1
2014001157546.00,800,1,1
2014001158007.00,805,1,1
2014001158832.00,700,1,1
2014001159939.00,129,1,1
2014001160009.00,206,1,1
2014001160533.00,203,1,1
2014001160580.00,300,1,1
2014001160662.00,204,1,1
2014001160727.00,110,1,1
2014001161077.00,106,1,1
2014001161085.00,134,1,1
2014001161210.00,109,1,1
2014001161227.00,201,1,1
2014001161624.00,500,1,1
2014001162059.00,300,1,1
2014001162236.00,205,1,1
2014001162285.00,132,1,1
2014001163959.00,206,1,1
2014001164566.00,103,1,1
2014001165079.00,110,1,1
2014001165527.00,119,1,1
2014001167190.00,119,1,1
2014001167312.00,205,1,1
2014001167576.00,124,1,1
2014001168624.00,400,1,1
2014001168670.00,800,1,1
2014001168723.00,129,1,1
2014001169547.00,400,1,1
2014001169959.00,807,1,1
2014001169970.00,109,1,1
2014001170980.00,209,1,1
2014001173078.00,700,1,1
2014001173195.00,132,1,1
2014001173389.00,800,1,1
2014001175315.00,805,1,1
2014001175485.00,134,1,1
2014001176718.00,700,1,1
2014001177741.00,106,1,1
2014001177851.00,127,1,1
2014001178274.00,129,1,1
2014001178701.00,207,1,1
2014001178755.00,134,1,1
2014001179540.00,805,1,1
2014001180322.00,201,1,1
2014001180606.00,109,1,1
2014001181208.00,700,1,1
2014001182851.00,109,1,1
2014001183104.00,117,1,1
2014001183206.00,201,1,1
2014001184114.00,805,1,1
2014001184522.00,109,1,1
2014001185624.00,102,1,1
2014001186708.00,800,1,1
2014001186712.00,700,1,1
2014001187625.00,207,1,1
2014001187679.00,207,1,1
2014001188759.00,500,1,1
2014001188788.00,134,1,1
2014001189395.00,900,1,1
2014001189690.00,208,1,1
2014001189805.00,105,1,1
2014001190559.00,206,1,1
2014001191886.00,700,1,1
2014001191963.00,400,1,1
2014001191983.00,103,1,1
2014001192863.00,134,1,1
2014001192971.00,208,1,1
2014001193775.00,900,1,1
2014001193881.00,204,1,1
2014001194079.00,112,1,1
2014001194148.00,900,1,1
2014001194245.00,900,1,1
2014001194578.00,132,1,1
2014001195146.00,207,1,1
2014001195302.00,104,1,1
2014001195939.00,134,1,1
2014001196143.00,124,1,1
2014001196295.00,119,1,1
2014001197113.00,202,1,1
2014001197443.00,207,1,1
2014001197815.00,207,1,1
2014001197835.00,134,1,1
2014001198364.00,500,1,1
2014001198371.00,128,1,1
2014001198868.00,124,1,1
2014001199486.00,205,1,1
2014001200082.00,805,1,1
2014001200531.00,805,1,1
2014001201020.00,203,1,1
2014001201700.00,805,1,1
2014001201703.00,207,1,1
2014001202369.00,600,1,1
2014001202572.00,700,1,1
2014001202596.00,116,1,1
2014001203560.00,132,1,1
2014001203813.00,300,1,1
2014001204473.00,900,1,1
2014001204877.00,500,1,1
2014001206145.00,132,1,1
2014001206165.00,800,1,1
2014001206388.00,900,1,1
2014001207120.00,209,1,1
2014001208066.00,113,1,1
2014001208619.00,119,1,1
2014001209040.00,104,1,1
2014001209656.00,205,1,1
2014001210309.00,109,1,1
2014001210423.00,300,1,1
2014001211041.00,208,1,1
2014001211464.00,600,1,1
2014001211615.00,109,1,1
2014001212539.00,900,1,1
2014001212703.00,132,1,1
2014001212798.00,805,1,1
2014001212802.00,118,1,1
2014001213479.00,800,1,1
2014001213510.00,400,1,1
2014001214725.00,204,1,1
2014001216106.00,207,1,1
2014001216194.00,805,1,1
2014001216262.00,800,1,1
2014001218575.00,805,1,1
2014001218991.00,205,1,1
2014001219245.00,805,1,1
2014001220380.00,800,1,1
2014001221118.00,132,1,1
2014001221173.00,133,1,1
2014001221612.00,209,1,1
2014001221657.00,803,1,1
2014001221876.00,120,1,1
2014001221886.00,600,1,1
2014001222010.00,805,1,1
2014001222665.00,131,1,1
2014001222757.00,121,1,1
2014001222772.00,400,1,1
2014001223457.00,900,1,1
2014001224294.00,800,1,1
2014001224388.00,120,1,1
2014001225243.00,208,1,1
2014001225611.00,805,1,1
2014001226753.00,109,1,1
2014001227410.00,128,1,1
2014001227414.00,126,1,1
2014001227731.00,133,1,1
2014001227762.00,900,1,1
2014001228540.00,134,1,1
2014001229144.00,102,1,1
2014001230297.00,700,1,1
2014001231157.00,900,1,1
2014001231158.00,132,1,1
2014001231997.00,805,1,1
2014001232389.00,121,1,1
2014001232661.00,132,1,1
2014001233159.00,207,1,1
2014001235489.00,207,1,1
2014001235908.00,132,1,1
2014001236808.00,102,1,1
2014001236920.00,205,1,1
2014001237400.00,101,1,1
2014001237640.00,400,1,1
2014001238232.00,109,1,1
2014001239614.00,134,1,1
2014001239751.00,400,1,1
2014001239946.00,600,1,1
2014001240098.00,205,1,1
2014001240185.00,800,1,1
2014001240236.00,134,1,1
2014001240429.00,109,1,1
2014001241200.00,125,1,1
2014001241780.00,125,1,1
2014001242587.00,207,1,1
2014001242597.00,500,1,1
2014001242688.00,805,1,1
2014001243043.00,102,1,1
2014001243185.00,500,1,1
2014001243323.00,300,1,1
2014001243344.00,700,1,1
2014001243439.00,500,1,1
2014001243539.00,805,1,1
2014001244028.00,122,1,1
2014001245103.00,134,1,1
2014001245831.00,300,1,1
2014001246021.00,109,1,1
2014001246419.00,132,1,1
2014001248262.00,500,1,1
2014001249483.00,400,1,1
2014001249930.00,805,1,1
2014001250146.00,900,1,1
2014001250193.00,207,1,1
2014001250515.00,105,1,1
2014001250698.00,134,1,1
2014001251110.00,807,1,1
2014001254100.00,700,1,1
2014001254420.00,600,1,1
2014001255373.00,800,1,1
2014001255645.00,101,1,1
2014001256597.00,109,1,1
2014001256660.00,207,1,1
2014001256675.00,117,1,1
2014001257576.00,700,1,1
2014001257957.00,800,1,1
2014001258117.00,109,1,1
2014001258662.00,400,1,1
2014001258718.00,108,1,1
2014001259404.00,205,1,1
2014001262596.00,132,1,1
2014001262712.00,207,1,1
2014001262771.00,805,1,1
2014001262984.00,126,1,1
2014001263266.00,109,1,1
2014001263873.00,130,1,1
2014001264773.00,300,1,1
2014001264874.00,206,1,1
2014001265315.00,805,1,1
2014001265521.00,126,1,1
2014001265927.00,900,1,1
2014001266564.00,134,1,1
2014001267168.00,805,1,1
2014001267511.00,400,1,1
2014001268048.00,805,1,1
2014001268998.00,128,1,1
2014001269409.00,209,1,1
2014001269845.00,800,1,1
2014001270101.00,805,1,1
2014001270376.00,400,1,1
2014001271185.00,805,1,1
2014001271239.00,126,1,1
2014001271294.00,400,1,1
2014001271503.00,500,1,1
2014001271721.00,207,1,1
2014001271803.00,118,1,1
2014001273104.00,100,1,1
2014001274450.00,900,1,1
2014001275601.00,207,1,1
2014001275777.00,109,1,1
2014001275878.00,500,1,1
2014001276183.00,109,1,1
2014001277005.00,805,1,1
2014001277026.00,208,1,1
2014001277243.00,118,1,1
2014001279373.00,900,1,1
2014001279595.00,800,1,1
2014001280591.00,119,1,1
2014001280891.00,206,1,1
2014001280934.00,134,1,1
2014001282799.00,208,1,1
2014001283727.00,134,1,1
2014001284206.00,900,1,1
2014001284233.00,805,1,1
2014001284356.00,400,1,1
2014001284380.00,900,1,1
2014001284913.00,800,1,1
2014001285256.00,900,1,1
2014001285281.00,203,1,1
2014001285902.00,126,1,1
2014001286601.00,126,1,1
